Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
MRLOX,BlackRock Global Allocation Fund;R,World Allocation,4.06,-5.867974171982215,6.5,14.65,9.0,7.15,0.18%,4,Y
MALOX,BlackRock Global Allocation Fund;Institutional,World Allocation,4.67,-5.917156475605079,7.21,15.37,9.66,7.8,0.90%,5,Y
MDLOX,BlackRock Global Allocation Fund;Investor A,World Allocation,4.43,-5.787782280144563,6.87,15.05,9.36,7.51,0.39%,5,Y
MCLOX,BlackRock Global Allocation Fund;Investor C,World Allocation,3.68,-5.219206722149673,6.12,14.18,8.55,6.71,0.00%,4,Y
BDBKX,iShares Russell 2000 SC Idx Fund;Class K,Small Blend,9.65,-11.126567237387906,12.7,21.32,11.75,13.1,0.98%,4,Y
MASKX,iShares Russell 2000 SC Idx Fund;Institutional,Small Blend,12.58,-11.095604752638975,12.64,21.28,11.68,13.03,0.95%,4,Y
MAFOX,BlackRock Large Cap Focus Growth Fund;Institutional,Large Growth,15.22,-6.854344400857911,16.15,33.09,24.51,19.08,0.00%,4,Y
MDFOX,BlackRock Large Cap Focus Growth Fund;A,Large Growth,14.95,-7.307171469677318,16.0,32.83,24.16,18.75,0.00%,4,Y
BILPX,BlackRock Event Driven Equity Fund;Institutional,Event Driven,1.33,-0.20222909069133863,1.84,5.45,5.59,8.53,0.45%,4,Y
BALPX,BlackRock Event Driven Equity Fund;Investor A,Event Driven,0.96,-0.21163496818007552,1.6,5.18,5.32,8.24,0.25%,4,Y
BCLPX,BlackRock Event Driven Equity Fund;Investor C,Event Driven,0.4,-0.23866894380115683,0.88,4.4,4.54,7.45,0.00%,4,Y
MREGX,BlackRock Long-Horizon Equity Fund;R,World Large-Stock Blend,15.25,-3.174600171093715,21.59,24.96,17.3,11.46,0.16%,4,Y
MAEGX,BlackRock Long-Horizon Equity Fund;Institutional,World Large-Stock Blend,15.98,-3.7458158734913685,22.45,25.75,18.08,12.22,0.45%,5,Y
MDEGX,BlackRock Long-Horizon Equity Fund;Investor A,World Large-Stock Blend,15.75,-3.5522770124733185,22.08,25.43,17.77,11.92,0.38%,4,Y
MCEGX,BlackRock Long-Horizon Equity Fund;Investor C,World Large-Stock Blend,14.75,-2.9255291323091863,21.11,24.42,16.81,11.04,0.08%,4,Y
MRRFX,BlackRock Mid Cap Dividend Fund;R,Mid-Cap Value,19.42,-8.169765964785993,26.06,20.32,10.36,11.53,0.49%,4,Y
MARFX,BlackRock Mid Cap Dividend Fund;Institutional,Mid-Cap Value,19.88,-6.882078870747154,26.68,20.91,10.92,12.16,0.64%,4,Y
MDRFX,BlackRock Mid Cap Dividend Fund;Investor A,Mid-Cap Value,19.67,-7.111112806532118,26.32,20.61,10.64,11.85,0.51%,4,Y
MANJX,BlackRock New Jersey Municipal Bond Fund;Institutional,Muni New Jersey,2.81,0.1734645119416487,3.13,5.08,4.77,4.42,2.87%,5,Y
MENJX,BlackRock New Jersey Municipal Bond Fund;Investor A,Muni New Jersey,2.57,0.26019676791247304,2.87,4.82,4.51,4.23,2.63%,4,Y
MDNJX,BlackRock New Jersey Municipal Bond Fund;Investor A1,Muni New Jersey,2.8,0.17331419263246092,2.94,4.94,4.65,4.38,2.77%,4,Y
MSNJX,BlackRock New Jersey Municipal Bond Fund;Service,Muni New Jersey,2.57,0.1734645119416487,2.87,4.81,4.51,4.23,2.62%,4,Y
MANKX,BlackRock New York Municipal Opportunities;Institutional,Muni New York Intermediate,5.04,0.0,5.34,4.09,4.13,4.37,2.41%,5,Y
MENKX,BlackRock New York Municipal Opportunities;Investor A,Muni New York Intermediate,4.71,0.08665709631623046,5.08,3.83,3.87,4.11,2.17%,4,Y
MDNKX,BlackRock New York Municipal Opportunities;Investor A1,Muni New York Intermediate,4.86,0.08665709631623046,5.33,3.98,4.05,4.26,2.32%,5,Y
MAPYX,BlackRock Pennsylvania Municipal Bond Fund;Institutional,Muni Pennsylvania,2.88,0.2671477103153427,3.18,4.61,4.13,4.04,2.75%,5,Y
MEPYX,BlackRock Pennsylvania Municipal Bond Fund;Investor A,Muni Pennsylvania,2.75,0.17778184678819445,2.93,4.35,3.85,3.82,2.51%,4,Y
MDPYX,BlackRock Pennsylvania Municipal Bond Fund;Investor A1,Muni Pennsylvania,2.88,0.17778184678819445,3.08,4.51,4.0,3.97,2.65%,4,Y
MSPYX,BlackRock Pennsylvania Municipal Bond Fund;Service,Muni Pennsylvania,2.74,0.17778184678819445,2.93,4.35,3.85,3.82,2.50%,4,Y
MAYHX,BlackRock Municipal High Yield Municipal Fund;Institutional,High Yield Muni,8.75,-0.18744571340826752,9.14,7.83,7.03,6.49,3.14%,4,Y
MDYHX,BlackRock Municipal High Yield Municipal Fund;Inv A,High Yield Muni,8.42,-0.18797422103678196,8.89,7.54,6.75,6.21,2.90%,4,Y
BNMLX,BlackRock National Municipal Fund;K,Muni National Interm,2.14,-0.3505693460819782,2.34,4.62,4.06,4.12,1.87%,4,Y
MANLX,BlackRock National Municipal Fund;Institutional,Muni National Interm,2.1,-0.35087687010102087,2.29,4.57,3.99,4.03,1.82%,4,Y
MDNLX,BlackRock National Municipal Fund;Investor A,Muni National Interm,1.87,-0.3505693460819782,2.03,4.3,3.75,3.82,1.57%,4,Y
BNMSX,BlackRock National Municipal Fund;Service,Muni National Interm,1.87,-0.35118490471755626,2.04,4.32,3.74,3.75,1.58%,4,Y
MAMTX,BlackRock Strategic Municipal Opportunities Fund;Institutional,Muni National Interm,5.21,0.0836839250330574,5.66,4.15,4.42,4.14,2.08%,4,Y
MDMTX,BlackRock Strategic Municipal Opportunities Fund;Investor  A1,Muni National Interm,5.15,0.0836839250330574,5.59,4.07,4.35,4.06,2.01%,4,Y
BIFRX,BlackRock International Fund;R,Foreign Large Blend,6.76,-6.280407067498375,10.09,20.18,11.84,8.2,0.21%,5,Y
MAILX,BlackRock International Fund;Institutional,Foreign Large Blend,8.45,-6.490696496685125,10.6,20.77,12.43,8.86,0.66%,5,Y
MDILX,BlackRock International Fund;Investor A,Foreign Large Blend,8.21,-6.39148020493034,10.36,20.48,12.12,8.51,0.47%,5,Y
MCILX,BlackRock International Fund;Investor C,Foreign Large Blend,7.49,-6.262047832738389,9.53,19.59,11.24,7.53,0.08%,4,Y
MLCIX,BMO Large-Cap Growth Fund;I,Large Growth,21.29,-12.797401825347784,25.36,29.23,20.95,18.55,0.27%,4,Y
AVGAX,BNY Mellon Dynamic Total Return Fund;A,Macro Trading,7.92,-15.503872202990904,11.01,9.46,5.29,5.7,0.00%,4,Y
AVGCX,BNY Mellon Dynamic Total Return Fund;C,Macro Trading,7.2,-16.485505013758594,10.08,8.62,4.49,4.9,0.00%,4,Y
AVGRX,BNY Mellon Dynamic Total Return Fund;I,Macro Trading,8.17,-15.252422009982746,11.25,9.73,5.55,5.98,0.00%,5,Y
DGAGX,BNY Mellon Appreciation Fund;Investor,Large Blend,22.39,-3.519536410064587,28.52,29.79,19.95,14.32,0.41%,4,Y
DCAAX,BNY Mellon California AMT-Free Municipal Bond Fund;A,Muni California Intermediate,1.68,0.2645500142578096,1.83,4.15,3.66,3.53,2.27%,4,Y
DCMIX,BNY Mellon California AMT-Free Municipal Bond Fund;I,Muni California Intermediate,1.83,0.26472510100522073,2.07,4.41,3.91,3.79,2.51%,5,Y
DRCAX,BNY Mellon California AMT-Free Municipal Bond Fund;Z,Muni California Intermediate,1.81,0.2645500142578096,2.05,4.38,3.88,3.76,2.49%,4,Y
MOTMX,BNY Mellon Municipal Opportunities Fund;M,Muni National Interm,3.31,0.14337245904754936,3.6,5.41,5.01,4.7,2.57%,5,Y
MOTIX,BNY Mellon Municipal Opportunities Fund;Investor,Muni National Interm,3.07,0.14326292288470632,3.34,5.14,4.77,4.45,2.32%,5,Y
PEOPX,BNY Mellon S&P 500 Index Fund,Large Blend,22.92,-11.23815418010926,28.58,26.35,17.31,15.84,1.08%,4,N
DBEAX,BNY Mellon Diversified Emerging Markets Fund;A,Diversified Emerging Mkts,-0.3,-2.2468207335696597,2.11,14.49,10.98,5.81,0.29%,4,Y
SBCEX,BNY Mellon Diversified Emerging Markets Fund;I,Diversified Emerging Mkts,0.13,-2.1945629257290453,2.59,15.07,11.51,6.28,0.52%,4,Y
DQIAX,BNY Mellon Equity Income Fund;A,Large Value,22.9,0.0,28.81,19.18,12.82,12.74,1.65%,4,Y
DQIRX,BNY Mellon Equity Income Fund;I,Large Value,23.18,-0.037637293928098774,29.12,19.47,13.11,13.03,1.87%,4,Y
DEQAX,BNY Mellon Global Equity Income Fund;A,nan,8.33,-8.789184172969202,14.92,14.67,10.43,9.86,1.72%,4,N
DEQCX,BNY Mellon Global Equity Income Fund;C,nan,7.6,-8.298758165729932,14.03,13.83,9.61,9.04,0.86%,4,N
DQEIX,BNY Mellon Global Equity Income Fund;I,nan,8.66,-9.344578810136252,15.18,14.96,10.72,10.15,2.07%,4,N
DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund;I,Large Blend,23.29,-10.47517051999762,28.99,26.76,17.68,16.2,1.16%,4,N
DTMGX,BNY Mellon Tax Managed Growth Fund;A,Large Blend,22.08,-2.757397475666355,28.31,29.53,19.37,13.54,0.24%,4,Y
DPTRX,BNY Mellon Tax Managed Growth Fund;I,Large Blend,22.35,-2.703304214111945,28.63,29.87,19.69,13.84,0.44%,4,Y
DFPIX,BNY Mellon Diversified International Fund;I,Foreign Large Blend,5.78,-1.71778400246949,11.63,14.91,10.3,8.1,1.18%,4,Y
DRLAX,BNY Mellon Global Real Estate Securities;A,Global Real Estate,19.98,0.46082244518570276,26.19,13.71,9.62,9.19,0.71%,4,Y
DRLIX,BNY Mellon Global Real Estate Securities;I,Global Real Estate,20.21,0.561792736216549,26.66,14.0,9.9,9.49,0.91%,4,Y
DRTAX,BNY Mellon Municipal Bond Fund,Muni National Interm,1.98,0.16570387961358726,2.11,4.84,4.17,3.78,2.34%,4,Y
DMUAX,BNY Mellon AMT-Free Municipal Bond Fund;A,Muni National Interm,1.24,0.2043578497788879,1.39,4.52,3.97,3.69,1.91%,4,Y
DMBIX,BNY Mellon AMT-Free Municipal Bond Fund;I,Muni National Interm,1.48,0.136150158849426,1.58,4.79,4.23,3.94,2.16%,5,Y
DRMBX,BNY Mellon AMT-Free Municipal Bond Fund;Z,Muni National Interm,1.45,0.204225238274139,1.62,4.76,4.22,3.92,2.12%,5,Y
DYBIX,BNY Mellon High Yield Municipal Bond Fund;I,High Yield Muni,5.9,0.30651311316781593,6.32,6.41,6.9,5.91,3.20%,4,Y
PSNYX,BNY Mellon New York AMT-Free Municipal Bond Fund;A,Muni New York Intermediate,2.09,0.13158196062266148,2.29,4.48,3.69,3.23,2.19%,4,Y
DNYIX,BNY Mellon New York AMT-Free Municipal Bond Fund;I,Muni New York Intermediate,2.32,0.13158196062266148,2.54,4.73,3.94,3.48,2.43%,5,Y
DRNYX,BNY Mellon New York Tax Exempt Bond Fund,Muni New York Intermediate,1.86,0.19867372326696225,2.05,4.29,3.67,3.21,2.47%,4,Y
PTEBX,BNY Mellon Opportunistic Municipal Securities Fund;A,Muni National Interm,1.82,0.14847441494347444,1.9,5.0,4.28,3.86,2.26%,4,Y
DMBZX,BNY Mellon Opportunistic Municipal Securities Fund;Z,Muni National Interm,1.79,0.14847441494347444,1.94,5.02,4.33,3.92,2.31%,4,Y
DTCIX,BNY Mellon Connecticut Fund;I,Muni Single State Interm,1.52,0.16680949245595084,1.7,4.28,3.53,3.05,2.33%,4,Y
DPMZX,BNY Mellon Connecticut Fund;Z,Muni Single State Interm,1.53,0.08340474622797542,1.62,4.24,3.5,3.02,2.35%,4,Y
DPENX,BNY Mellon Pennsylvania Fund;Z,Muni Pennsylvania,2.44,0.12106814291444248,2.57,4.9,4.3,3.86,2.37%,4,Y
DTCAX,BNY Mellon Sustainable US Equity Fund;A,Large Blend,22.96,-5.44727706206928,26.38,28.8,17.53,15.01,0.52%,4,Y
DRTCX,BNY Mellon Sustainable US Equity Fund;I,Large Blend,23.29,-5.488106166785085,26.7,29.15,17.84,15.35,0.65%,4,Y
DRTHX,BNY Mellon Sustainable US Equity Fund;Z,Large Blend,23.21,-5.421098451871758,26.67,29.08,17.77,15.24,0.66%,4,Y
DPWRX,BNY Mellon Worldwide Growth Fund;I,nan,19.28,-6.637168269627244,25.45,28.87,19.31,13.83,0.49%,4,Y
BTBFX,Boston Trust Asset Management Fund,Allocation--70% to 85% Equity,17.11,-0.4936452334885804,21.49,18.72,13.1,11.48,0.78%,5,N
BTEFX,Boston Trust Equity Fund,Large Blend,23.69,-1.423402030707346,29.95,25.88,17.55,14.75,0.67%,4,Y
BTMFX,Boston Trust Midcap Fund,Mid-Cap Blend,17.6,-4.14364337307754,23.16,20.61,14.4,13.36,0.50%,4,Y
BTSMX,Boston Trust SMID Cap Fund,Mid-Cap Blend,24.08,-3.5772400588176683,28.44,21.68,14.23,13.17,0.53%,4,Y
WSBFX,Boston Trust Walden Balanced Fund,Allocation--70% to 85% Equity,15.72,-2.7788614703471106,19.33,17.45,12.09,10.71,0.66%,4,N
WSEFX,Boston Trust Walden Equity Fund,Large Blend,22.94,-1.910295257788314,28.02,24.93,17.03,14.7,0.59%,4,Y
WAMFX,Boston Trust Walden Midcap Fund,Mid-Cap Blend,17.61,-4.040408175814514,23.17,20.52,14.24,13.25,0.38%,4,Y
BOSOX,Boston Walden  Trust Small Cap Fund,Small Blend,23.25,-10.676158481568196,26.71,22.12,13.15,12.51,0.29%,5,Y
QRSVX,FPA Queens Road Small Cap Value Fd;Inv,Small Value,20.15,-4.2750945748137,22.55,19.1,10.39,10.52,0.26%,4,Y
QRVLX,FPA Queens Road Value Fund,Large Value,21.72,-13.645159813665575,29.32,19.77,13.61,12.7,1.58%,4,Y
BRLIX,Bridgeway Blue Chip Fund,Large Blend,18.6,-14.36264988838985,25.51,23.75,16.1,15.42,1.85%,4,N
BRSVX,Bridgeway Small-Cap Value Fund,Small Value,63.65,-6.004507011713039,68.72,30.34,14.49,14.46,0.55%,5,Y
BRSIX,Bridgeway Ultra-Small Company Market Fund,Small Value,23.0,-25.301865150446577,22.73,22.28,10.38,13.17,0.69%,4,Y
BAGAX,Brown Advisory Growth Equity Fund;Advisor,Large Growth,16.23,-14.828894974814915,18.41,31.84,24.02,16.98,0.00%,4,Y
BIAGX,Brown Advisory Growth Equity Fund;Investor,Large Growth,16.52,-13.957017861560727,18.68,32.15,24.31,17.26,0.00%,4,Y
BCMIX,Brown Capital Management Mid Company Fund;Inst,Mid-Cap Growth,11.23,-5.434277933022388,13.08,34.44,21.37,13.96,0.00%,4,Y
BUFTX,Buffalo Discovery Fund;Invest,Mid-Cap Growth,6.46,-14.393478087706269,8.94,26.32,17.67,16.42,0.00%,4,Y
BUFOX,Buffalo Early Stage Growth Fund;Invest,Small Growth,5.14,-18.76513880964053,4.89,30.48,20.68,16.94,0.00%,5,Y
BUFHX,Buffalo High Yield Fund;Investor,High Yield Bond,4.3,-3.2013489309567906,5.52,8.87,6.0,6.01,4.13%,4,N
BUFIX,Buffalo International Fund;Invest,Foreign Large Growth,14.06,-1.7439380834561968,18.96,22.04,16.23,11.68,0.23%,4,Y
BUFSX,Buffalo Small Cap Fund;Invest,Small Growth,2.98,-18.047084571121363,0.15,36.97,23.67,16.8,0.00%,5,Y
CVLOX,Calamos Global Opportunities Fund;A,World Allocation,14.05,-7.181889509426523,15.88,22.16,14.07,9.25,0.47%,5,Y
CVLCX,Calamos Global Opportunities Fund;C,World Allocation,13.86,-8.181814713911576,14.95,21.27,13.19,8.43,0.00%,4,Y
CGCIX,Calamos Global Opportunities Fund;I,World Allocation,14.98,-7.003007305734275,16.1,22.46,14.35,9.52,0.66%,5,Y
CVTRX,Calamos Growth & Income Fund;A,Allocation--70% to 85% Equity,19.61,-5.5305218759059125,21.52,23.88,15.39,11.81,0.60%,5,Y
CVTCX,Calamos Growth & Income Fund;C,Allocation--70% to 85% Equity,16.39,-5.348784525843275,20.61,22.96,14.54,10.97,0.00%,4,Y
CGIIX,Calamos Growth & Income Fund;I,Allocation--70% to 85% Equity,17.47,-5.85334386355554,21.8,24.18,15.68,12.09,0.82%,5,Y
CIGRX,Calamos International Growth Fund;A,Foreign Large Growth,4.61,-17.83081770627433,8.97,26.63,16.94,9.77,0.00%,4,Y
CIGCX,Calamos International Growth Fund;C,Foreign Large Growth,3.9,-20.259845477651456,8.12,25.7,16.06,8.95,0.00%,4,Y
CIGIX,Calamos International Growth Fund;I,Foreign Large Growth,4.82,-17.551574526955605,9.19,26.95,17.23,10.04,0.01%,4,Y
CVSIX,Calamos Market Neutral Income Fund;A,Relative Value Arbitrage,4.01,-0.0681678856838989,4.71,5.43,4.39,4.15,0.35%,4,N
CVSCX,Calamos Market Neutral Income Fund;C,Relative Value Arbitrage,3.3,-0.0674324270619204,3.94,4.64,3.6,3.38,0.01%,4,N
CMNIX,Calamos Market Neutral Income Fund;I,Relative Value Arbitrage,4.74,-0.06901469316630804,4.96,5.71,4.65,4.41,0.52%,4,N
CINCX,Calvert Income Fund;I,Corporate Bond,1.79,0.11179686107336928,2.29,8.36,5.84,4.86,2.97%,4,Y
CSDAX,Calvert Short Duration Income Fund;A,Short-Term Bond,0.63,-0.734848988328498,1.06,3.87,2.77,2.51,1.61%,4,N
CDSIX,Calvert Short Duration Income Fund;I,Short-Term Bond,0.87,-0.7299320884132635,1.32,4.13,3.07,2.93,1.86%,5,Y
CFWAX,Calvert Global Water Fund;A,Natural Resources,18.01,-2.154749805731275,22.04,21.65,12.56,11.06,0.68%,4,Y
CFWCX,Calvert Global Water Fund;C,Natural Resources,17.2,-1.5351670891183955,21.12,20.74,11.72,10.21,0.03%,4,Y
CCVAX,Calvert Small Cap Fund;A,Small Blend,13.92,-9.534496748254048,16.96,20.23,12.05,13.79,0.00%,5,Y
CSCCX,Calvert Small Cap Fund;C,Small Blend,13.09,-10.32408994681346,16.09,19.32,11.22,12.91,0.00%,4,Y
CSVIX,Calvert Small Cap Fund;I,Small Blend,14.16,-9.179983678839859,17.24,20.53,12.4,14.3,0.12%,5,Y
CSXAX,Calvert US Large Cap Core Responsible Index;A,Large Blend,21.2,-1.3682181874986894,25.16,28.97,18.67,16.85,0.67%,5,Y
CSXCX,Calvert US Large Cap Core Responsible Index;C,Large Blend,20.38,-0.8487701182840652,24.22,27.99,17.79,15.93,0.08%,4,Y
CISIX,Calvert US Large Cap Core Responsible Index;I,Large Blend,21.48,-1.5172771325016925,25.48,29.29,19.02,17.3,0.82%,5,Y
CSIFX,Calvert Balanced Fund;A,Allocation--50% to 70% Equity,11.84,0.3614182194661578,14.53,18.3,11.85,10.16,0.67%,4,Y
CSGCX,Calvert Balanced Fund;C,Allocation--50% to 70% Equity,11.05,0.3048805581052477,13.68,17.4,11.0,9.3,0.03%,4,Y
CBAIX,Calvert Balanced Fund;I,Allocation--50% to 70% Equity,12.08,0.3756865612051105,14.82,18.59,12.17,10.57,0.87%,4,Y
CBDIX,Calvert Bond Fund;I,Intermediate Core-Plus Bond,0.39,-1.0707930451780672,0.59,5.57,4.31,3.88,2.08%,4,Y
CCLAX,Calvert Conservative Allocation Fund;A,Allocation--30% to 50% Equity,6.03,-0.1502192304874742,6.95,11.7,7.9,7.12,1.50%,4,N
CAAAX,Calvert Growth Allocation Fund;A,Allocation--85%+ Equity,13.05,-1.0171901550304463,16.91,21.39,13.85,12.37,0.43%,4,Y
CAACX,Calvert Growth Allocation Fund;C,Allocation--85%+ Equity,12.24,-1.0928970948972854,16.03,20.49,13.0,11.34,0.00%,4,Y
CMAAX,Calvert Moderate Allocation Fund;A,Allocation--50% to 70% Equity,9.18,-0.5758921954917057,11.84,16.33,10.87,9.81,1.06%,4,Y
CCPIX,Calvert Mid-Cap Fund;I,Mid-Cap Blend,10.48,-11.136404920966795,12.92,19.25,12.01,11.52,0.16%,4,Y
CCMPX,Capital Group Core Municipal Fund,Muni National Short,0.19,0.09397814741420271,0.3,3.27,2.91,2.25,1.36%,5,Y
CSTMX,Capital Group Short-Term Municipal Fund,Muni National Short,-0.13,0.0,0.01,2.28,2.07,1.45,1.00%,4,N
CIRAX,American Funds Capital Income Builder;529-A,World Allocation,10.1,0.29069322582984636,15.1,11.7,7.79,7.55,2.79%,4,Y
CIRFX,American Funds Capital Income Builder;529-F-1,World Allocation,10.26,0.26162833894115983,15.29,11.94,8.02,7.79,2.99%,4,Y
CAIBX,American Funds Capital Income Builder;A,World Allocation,10.13,0.2760348786246828,15.14,11.75,7.85,7.63,2.82%,4,Y
CIBFX,American Funds Capital Income Builder;F1,World Allocation,10.07,0.3051425245624489,15.09,11.69,7.78,7.56,2.77%,4,Y
CAIFX,American Funds Capital Income Builder;F2,World Allocation,10.37,0.24716221570577115,15.41,12.0,8.07,7.85,3.04%,4,Y
RIREX,American Funds Capital Income Builder;R4,World Allocation,10.11,0.30523121389206226,15.13,11.73,7.81,7.59,2.81%,4,Y
RIRFX,American Funds Capital Income Builder;R5,World Allocation,10.42,0.24687506163012882,15.47,12.06,8.13,7.91,3.09%,4,Y
RIRGX,American Funds Capital Income Builder;R6,World Allocation,9.1,0.23245100749460798,15.52,12.11,8.18,7.96,3.13%,4,Y
RWIGX,American Funds Capital World Growth & Income Fund;R6,World Large-Stock Blend,9.39,-5.473463638146743,16.09,19.33,13.21,11.85,1.72%,4,Y
HRCVX,Carillon Eagle Growth & Income Fund;A,Large Value,20.89,-6.72646161813726,26.8,18.28,13.63,12.78,1.35%,4,Y
HIGCX,Carillon Eagle Growth & Income Fund;C,Large Value,20.06,-7.0500159559219915,25.9,17.39,12.78,11.92,0.77%,4,Y
HIGJX,Carillon Eagle Growth & Income Fund;I,Large Value,21.2,-6.784105866712649,27.19,18.59,13.94,13.08,1.58%,4,Y
HIGRX,Carillon Eagle Growth & Income Fund;R-3,Large Value,20.58,-6.721738883176075,26.41,17.9,13.27,12.39,1.12%,4,Y
HIGSX,Carillon Eagle Growth & Income Fund;R-5,Large Value,21.2,-6.7764864394719915,27.12,18.56,13.91,13.0,1.56%,4,Y
HIGUX,Carillon Eagle Growth & Income Fund;R-6,Large Value,19.14,-6.831830842801821,27.25,18.58,13.96,13.1,1.65%,4,Y
HAGIX,Carillon Eagle Mid Cap Growth Fund;I,Mid-Cap Growth,9.66,-12.162410599122579,9.01,30.06,20.44,17.34,0.00%,4,Y
HRAUX,Carillon Eagle Mid Cap Growth Fund;R-6,Mid-Cap Growth,7.73,-12.061798371260757,9.11,30.18,20.55,17.45,0.00%,4,Y
UMBMX,Carillon Scout Mid Cap Fund;I,Mid-Cap Blend,12.4,-13.39609214523886,14.11,21.54,14.17,13.95,0.17%,4,Y
DHAMX,Centre American Select Equity Fund;Investor,Large Blend,22.81,-0.4941316928172127,27.28,25.34,18.05,14.28,0.74%,4,N
CSUAX,Cohen & Steers Global Infrastructure Fund;A,Infrastructure,10.47,-0.3446787025492566,16.63,11.81,9.59,9.1,1.10%,4,Y
CSUIX,Cohen & Steers Global Infrastructure Fund;I,Infrastructure,10.8,-0.5143627930811235,17.06,12.2,9.97,9.46,1.39%,4,Y
CSFAX,Cohen & Steers Global Realty Shares;A,Global Real Estate,20.14,-0.9384624774639423,26.3,14.28,10.36,9.63,2.56%,4,Y
CSFCX,Cohen & Steers Global Realty Shares;C,Global Real Estate,19.43,-0.696913350424343,25.46,13.53,9.64,8.92,1.92%,4,Y
CSSPX,Cohen & Steers Global Realty Shares;I,Global Real Estate,20.46,-1.0548882476304673,26.65,14.64,10.72,10.0,2.79%,4,Y
CSRIX,Cohen & Steers Institutional Realty Shares,Real Estate,32.1,0.7728765577908876,40.08,21.32,13.5,12.39,1.86%,5,N
CPXAX,Cohen & Steers Preferred Securities & Income Fund;A,Preferred Stock,1.85,-1.3380252319393053,3.0,8.72,6.25,7.66,4.60%,4,N
CPXCX,Cohen & Steers Preferred Securities & Income Fund;C,Preferred Stock,1.25,-1.2756864343103236,2.42,8.03,5.58,6.98,3.97%,4,N
CPXIX,Cohen & Steers Preferred Securities & Income Fund;I,Preferred Stock,2.18,-1.3342667376207513,3.36,9.06,6.57,8.01,4.87%,5,N
CSEIX,Cohen & Steers Real Estate Securities Fund;A,Real Estate,31.26,-0.09960387370350399,39.11,20.8,13.1,13.02,2.08%,5,N
CSCIX,Cohen & Steers Real Estate Securities Fund;C,Real Estate,30.46,-0.5044851559310951,38.13,20.03,12.37,12.28,1.81%,4,N
CSDIX,Cohen & Steers Real Estate Securities Fund;I,Real Estate,31.62,0.04678671567877109,39.43,21.11,13.4,13.32,2.15%,5,N
CSRSX,Cohen & Steers Realty Shares;L,Real Estate,32.2,0.6969573100473003,40.17,21.19,13.3,12.18,1.78%,4,N
HICOX,Colorado Bond Shares-A Tax-Exempt Fund,Muni Single State Interm,4.24,-0.10637527248201055,4.8,5.37,5.48,4.73,3.94%,5,N
CAEAX,Columbia Acorn European Fund;A,Europe Stock,15.9,-1.9708845366999213,20.63,29.33,19.28,14.04,0.00%,5,Y
CAECX,Columbia Acorn European Fund;C,Europe Stock,15.1,-1.845480654550518,19.73,28.36,18.39,13.19,0.00%,5,Y
CAEZX,Columbia Acorn European Fund;I,Europe Stock,16.14,-2.166720525493784,20.97,29.68,19.58,14.34,0.00%,5,Y
CTFAX,Columbia Thermostat Fund;A,Tactical Allocation,5.97,-11.04134245400605,7.03,16.71,10.69,8.52,1.35%,5,N
CTFDX,Columbia Thermostat Fund;C,Tactical Allocation,5.27,-10.361074758482362,6.2,15.82,9.85,7.71,0.72%,4,Y
COTZX,Columbia Thermostat Fund;I,Tactical Allocation,6.18,-11.417948100060949,7.3,16.98,10.96,8.8,1.59%,5,N
CBLAX,Columbia Balanced Fund;A,Allocation--50% to 70% Equity,11.48,-7.609685566999571,15.13,18.82,11.86,11.16,0.65%,5,N
CBLCX,Columbia Balanced Fund;C,Allocation--50% to 70% Equity,10.71,-7.572708118362657,14.27,17.94,11.03,10.33,0.08%,4,Y
CBLRX,Columbia Balanced Fund;R,Allocation--50% to 70% Equity,10.18,-7.573274757510121,14.84,18.53,11.58,10.89,0.44%,4,N
CLREX,Columbia Balanced Fund;I2,Allocation--50% to 70% Equity,10.74,-7.655852563273491,15.46,19.18,12.2,11.52,0.90%,5,Y
CBALX,Columbia Balanced Fund;I,Allocation--50% to 70% Equity,11.73,-7.678283345935354,15.41,19.12,12.14,11.44,0.87%,5,N
GCBAX,Columbia Connecticut Intermediate Muni Bond Fd;V,Muni Single State Interm,0.57,0.09362616967972974,0.68,3.72,3.05,2.45,2.19%,4,Y
SCTEX,Columbia Connecticut Intermediate Muni Bond Fd;I,Muni Single State Interm,0.71,0.0,0.83,3.87,3.2,2.6,2.34%,4,Y
LCCAX,Columbia Contrarian Core Fund;A,Large Blend,18.78,-11.887352703414884,24.66,27.11,16.64,15.98,0.46%,4,Y
SGIEX,Columbia Contrarian Core Fund;V,Large Blend,18.78,-12.058101736058296,24.65,27.11,16.64,15.96,0.46%,4,Y
SMGIX,Columbia Contrarian Core Fund;I,Large Blend,19.04,-11.971079813703017,24.97,27.44,16.94,16.27,0.63%,4,Y
