Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
BLW,BlackRock Ltd. Duration Income Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BCGXX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CCMXX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
EDUXX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
MUCXX,BlackRock Liquidity California Money Fund;Institutional,,-inf,-inf,-0.05,0.44,0.6,0.34,-inf,-1,False
MCSXX,BlackRock Liquidity MuniCash;Inst,,-inf,-inf,0.0,0.57,0.72,0.41,-inf,-1,False
TCDXX,BlackRock Liquidity TempCash;Dollar,,-inf,-inf,0.0,0.83,3.57,1.79,-inf,-1,False
CCPXX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
BRTXX,BlackRock Liquidity TempFund;Cash Management,,-inf,-inf,0.0,0.71,0.83,0.43,-inf,-1,False
BRRXX,BlackRock Liquidity TempFund;Cash Reserve,,-inf,-inf,0.0,0.8,0.97,0.5,-inf,-1,False
BTVXX,BlackRock Liquidity TempFund;Private Client,,-inf,-inf,0.0,0.71,0.83,0.43,-inf,-1,False
BTA,BlackRock Long-Term Municipal Advantage Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MCRFX,BlackRock Mid Cap Dividend Fund;Investor C,Mid-Cap Value,18.88,-inf,25.44,19.7,9.8,10.97,-inf,3,False
MFNJX,BlackRock New Jersey Municipal Bond Fund;Investor C,Muni New Jersey,1.87,-inf,2.01,4.0,3.72,3.45,-inf,2,False
MFNKX,BlackRock New York Municipal Opportunities;Investor C,Muni New York Intermediate,4.09,-inf,4.3,3.02,3.1,3.33,-inf,2,False
MFPYX,BlackRock Pennsylvania Municipal Bond Fund;Investor C,Muni Pennsylvania,1.94,-inf,2.16,3.57,3.09,3.03,-inf,2,False
MUA,BlackRock MuniAssets Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MCYHX,BlackRock Municipal High Yield Municipal Fund;Inv C,High Yield Muni,7.66,-inf,8.05,6.72,5.94,5.42,-inf,2,False
MFNLX,BlackRock National Municipal Fund;Investor C,Muni National Interm,1.17,-inf,1.27,3.53,2.98,3.05,-inf,2,False
MPLMX,BlackRock Short-Term Municipal Fund;K,Muni National Short,-0.02,-inf,0.02,1.33,1.3,0.81,-inf,2,False
MALMX,BlackRock Short-Term Municipal Fund;Institutional,,-inf,-inf,-0.03,1.28,1.24,0.8,-inf,-1,False
MELMX,BlackRock Short-Term Municipal Fund;Investor A,,-inf,-inf,-0.16,1.04,1.0,0.54,-inf,-1,False
MDLMX,BlackRock Short-Term Municipal Fund;Investor A1,,-inf,-inf,-0.03,1.18,1.14,0.69,-inf,-1,False
MFLMX,BlackRock Short-Term Municipal Fund;Investor C,,-inf,-inf,-1.01,0.26,0.22,-0.24,-inf,-1,False
MUI,BlackRock Municipal Income Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BYM,BlackRock Municipal Income Quality Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BFK,BlackRock Municipal Income Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BLE,BlackRock Municipal Income Trust II,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MEMTX,BlackRock Strategic Municipal Opportunities Fund;Investor  A,Muni National Interm,5.1,-inf,5.53,3.91,4.19,3.92,-inf,3,False
MFMTX,BlackRock Strategic Municipal Opportunities Fund;Investor  C,Muni National Interm,4.27,-inf,4.63,3.13,3.4,3.12,-inf,2,False
MUC,BlackRock MuniHoldings California Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MHD,BlackRock MuniHoldings Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MFL,BlackRock MuniHoldings Investment Quality Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MHN,BlackRock MuniHoldings New York Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MUE,BlackRock MuniHoldings Quality Fund II Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MVT,BlackRock MuniVest Fund II Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MVF,BlackRock MuniVest Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MYC,BlackRock MuniYield California Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MCA,BlackRock MuniYield California Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MYD,BlackRock MuniYield Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MIY,BlackRock MuniYield Michigan Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MYJ,BlackRock MuniYield New Jersey Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MYN,BlackRock MuniYield New York Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MPA,BlackRock MuniYield Pennsylvania Quality Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MQT,BlackRock MuniYield Quality Fund II Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MYI,BlackRock MuniYield Quality Fund III Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MQY,BlackRock MuniYield Quality Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MAGRX,BlackRock Natural Resources Trust;Institutional,Natural Resources,23.93,-inf,31.89,16.48,6.18,3.0,-inf,3,False
MDGRX,BlackRock Natural Resources Trust;Investor A,Natural Resources,23.57,-inf,31.49,16.15,5.88,2.72,-inf,3,False
MCGRX,BlackRock Natural Resources Trust;Investor C,Natural Resources,22.73,-inf,30.48,15.23,5.05,1.91,-inf,3,False
BNY,BlackRock New York Municipal Income Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BCX,BlackRock Resources & Commodities Strategy Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
MAWIX,BlackRock Strategic Global Bond Fund;Institutional,,-inf,-inf,-0.62,5.53,4.58,3.41,-inf,-1,False
MDWIX,BlackRock Strategic Global Bond Fund;Investor A,,-inf,-inf,-1.03,5.21,4.29,3.15,-inf,-1,False
MHWIX,BlackRock Strategic Global Bond Fund;Investor C,,-inf,-inf,-1.77,4.43,3.48,2.36,-inf,-1,False
BBN,BlackRock Taxable Municipal Bond Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BUI,|BlackRock Utilities, Infrastructure & Power Opportunities Trust|,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BHV,BlackRock Virginia Municipal Bond Trust,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BGX,Blackstone Long-Short Credit Income Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BSL,Blackstone Senior Floating Rate Term Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
BCIFX,Blue Chip Investor Fund,Large Value,25.52,-inf,22.34,14.59,7.56,10.86,-inf,2,False
MCIIX,BMO Corporate Income Fund;I,,-inf,-inf,-0.08,8.05,5.58,5.58,-inf,-1,False
MCIYX,BMO Corporate Income Fund;Y,,-inf,-inf,-0.23,7.89,5.42,5.43,-inf,-1,False
MDIVX,BMO Dividend Income;I,,-inf,-inf,29.16,17.76,12.86,N/A,-inf,-1,True
MASTX,BMO Large-Cap Growth Fund;Y,Large Growth,21.03,-inf,25.0,28.91,20.65,18.26,-inf,3,False
MLVIX,BMO Large-Cap Value Fund;I,Large Value,22.37,-inf,28.15,17.24,10.61,12.51,-inf,3,False
MRMIX,BMO Mid-Cap Growth Fund;I,Mid-Cap Growth,19.96,-inf,22.26,28.5,19.71,14.28,-inf,2,False
MRVIX,BMO Mid-Cap Value Fund;I,Mid-Cap Value,28.38,-inf,34.09,17.87,9.07,12.27,-inf,3,False
MSGIX,BMO Small-Cap Growth Fund;I,Small Growth,12.81,-inf,12.52,22.84,14.01,11.82,-inf,2,False
MRSNX,BMO Small-Cap Value Fund;I,Small Value,29.27,-inf,33.7,17.59,7.78,11.79,-inf,3,False
MUISX,BMO Ultra Short Tax-Free Fund;I,Muni National Short,0.45,-inf,0.45,1.19,1.23,1.06,-inf,2,False
DCPYX,BNY Mellon Core Plus Fund;Y,,-inf,-inf,-0.2,6.78,4.96,4.33,-inf,-1,False
DAGVX,BNY Mellon Dynamic Value Fund;A,Large Value,26.19,-inf,34.59,21.2,11.84,13.87,-inf,3,False
DCGVX,BNY Mellon Dynamic Value Fund;C,Large Value,25.31,-inf,33.6,20.3,11.0,13.02,-inf,2,False
DRGVX,BNY Mellon Dynamic Value Fund;I,Large Value,26.49,-inf,34.93,21.5,12.12,14.16,-inf,3,False
DGDAX,BNY Mellon Global Dynamic Bond Income Fund;A,,-inf,-inf,-1.15,4.2,3.18,3.13,-inf,-1,False
DGDCX,BNY Mellon Global Dynamic Bond Income Fund;C,,-inf,-inf,-1.9,3.43,2.4,2.35,-inf,-1,False
DGDIX,BNY Mellon Global Dynamic Bond Income Fund;I,,-inf,-inf,-0.87,4.48,3.43,3.37,-inf,-1,False
DRRAX,BNY Mellon Global Real Return Fund;A,Tactical Allocation,4.84,-inf,7.8,9.08,6.48,4.83,-inf,2,False
DRRCX,BNY Mellon Global Real Return Fund;C,Tactical Allocation,4.1,-inf,6.89,8.21,5.67,4.03,-inf,2,False
DRRIX,BNY Mellon Global Real Return Fund;I,Tactical Allocation,5.01,-inf,7.98,9.29,6.73,5.1,-inf,3,False
DMCVX,BNY Mellon Opportunistic Midcap Value Fund;A,Mid-Cap Blend,9.34,-inf,15.84,21.39,10.13,12.1,-inf,2,False
DVLCX,BNY Mellon Opportunistic Midcap Value Fund;C,Mid-Cap Blend,8.54,-inf,14.92,20.42,9.27,11.24,-inf,2,False
DVLIX,BNY Mellon Opportunistic Midcap Value Fund;I,Mid-Cap Blend,9.52,-inf,16.05,21.65,10.39,12.36,-inf,3,False
DSCVX,BNY Mellon Opportunistic Small Cap Fund;Investor,Small Blend,12.9,-inf,13.87,19.97,10.43,12.93,-inf,3,False
DTGRX,BNY Mellon Technology Growth Fund;A,Technology,14.09,-inf,10.88,36.1,27.13,19.82,-inf,3,False
DTGCX,BNY Mellon Technology Growth Fund;C,Technology,13.26,-inf,9.99,35.06,26.16,18.88,-inf,3,False
DGVRX,BNY Mellon Technology Growth Fund;I,Technology,14.32,-inf,11.12,36.4,27.42,20.12,-inf,3,False
DCACX,BNY Mellon California AMT-Free Municipal Bond Fund;C,Muni California Intermediate,0.96,-inf,0.98,3.36,2.86,2.75,-inf,2,False
BKCI,BNY Mellon Concentrated International ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKAG,BNY Mellon Core Bond ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKEM,BNY Mellon Emerging Markets Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKHY,BNY Mellon High Yield Beta ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKIE,BNY Mellon International Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKSB,BNY Mellon Short Duration Corporate Bond ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKES,BNY Mellon Sustainable Global Emerging Markets ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKIS,BNY Mellon Sustainable International Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKUS,BNY Mellon Sustainable U.S. Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKUI,BNY Mellon Ultra Short Income ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKLC,BNY Mellon US Large Cap Core Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKMC,BNY Mellon US Mid Cap Core Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BKSE,BNY Mellon US Small Cap Core Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
MPBLX,BNY Mellon Asset Allocation Fund;M,Allocation--50% to 70% Equity,13.19,-inf,16.18,17.56,11.49,9.49,-inf,3,False
MIBLX,BNY Mellon Asset Allocation Fund;Investor,Allocation--50% to 70% Equity,12.95,-inf,15.89,17.3,11.22,9.22,-inf,3,False
MPBFX,BNY Mellon Bond Fund;M,,-inf,-inf,-1.28,5.12,3.76,3.0,-inf,-1,False
MIBDX,BNY Mellon Bond Fund;Investor,,-inf,-inf,-1.48,4.87,3.51,2.74,-inf,-1,False
MEMKX,BNY Mellon Emerging Markets Fund;M,Diversified Emerging Mkts,3.18,-inf,6.73,13.25,10.9,5.11,-inf,3,False
MIEGX,BNY Mellon Emerging Markets Fund;Investor,Diversified Emerging Mkts,2.87,-inf,6.4,12.97,10.6,4.84,-inf,3,False
MFOMX,BNY Mellon Focused Equity Opportunities Fund;M,Large Growth,27.65,-inf,31.19,27.51,19.66,17.29,-inf,2,False
MFOIX,BNY Mellon Focused Equity Opportunities Fund;Investor,Large Growth,27.36,-inf,30.85,27.18,19.37,16.99,-inf,2,False
MPISX,BNY Mellon Income Stock Fund;M,Large Value,24.84,-inf,32.0,18.52,11.12,13.17,-inf,3,False
MIISX,BNY Mellon Income Stock Fund;Investor,Large Value,nan,-inf,31.67,18.24,10.83,12.87,-inf,3,False
MPIBX,BNY Mellon Intermediate Bond Fund;M,,-inf,-inf,-0.89,3.54,2.58,2.01,-inf,-1,False
MIIDX,BNY Mellon Intermediate Bond Fund;Investor,,-inf,-inf,-1.16,3.28,2.32,1.76,-inf,-1,False
MLIMX,BNY Mellon International Equity Income Fund;M,Foreign Large Value,7.97,-inf,13.27,8.44,6.07,4.58,-inf,2,False
MLIIX,BNY Mellon International Equity Income Fund;Inv,Foreign Large Value,7.7,-inf,12.99,8.16,5.68,4.26,-inf,2,False
MPITX,BNY Mellon International Fund;M,Foreign Large Blend,4.46,-inf,11.13,13.14,8.76,7.73,-inf,2,False
MIINX,BNY Mellon International Fund;Investor,Foreign Large Blend,4.24,-inf,10.78,12.85,8.49,7.45,-inf,2,False
MMBMX,BNY Mellon Massachusetts Intermediate Municipal Bond Fund;M,Muni Massachusetts,0.78,-inf,0.92,4.02,3.41,2.65,-inf,3,False
MMBIX,BNY Mellon Massachusetts Intermediate Municipal Bond Fund;Investor,Muni Massachusetts,0.55,-inf,0.67,3.74,3.16,2.39,-inf,2,False
MPMCX,BNY Mellon Mid Cap Multi-Strategy Fund;M,Mid-Cap Growth,15.26,-inf,17.99,25.1,15.05,14.11,-inf,2,False
MIMSX,BNY Mellon Mid Cap Multi-Strategy Fund;Investor,Mid-Cap Growth,14.99,-inf,17.78,24.82,14.78,13.85,-inf,2,False
MPNIX,BNY Mellon National Intermediate Municipal Bond Fund;M,Muni National Interm,1.11,-inf,1.27,4.31,3.68,3.04,-inf,3,False
MINMX,BNY Mellon National Intermediate Municipal Bond Fund;Investor,Muni National Interm,0.88,-inf,1.01,4.02,3.42,2.78,-inf,2,False
MPSTX,BNY Mellon National Short-Term Municipal Bond Fund;M,Muni National Short,0.21,-inf,0.22,1.68,1.49,1.0,-inf,3,False
MINSX,BNY Mellon National Short-Term Municipal Bond Fund;Investor,,-inf,-inf,-0.03,1.42,1.24,0.75,-inf,-1,False
MNYMX,BNY Mellon New York Intermediate Tax-Exempt Bond Fund;M,Muni New York Intermediate,1.69,-inf,1.82,4.12,3.49,2.89,-inf,3,False
MNYIX,BNY Mellon New York Intermediate Tax-Exempt Bond Fund;Inv,Muni New York Intermediate,1.46,-inf,1.65,3.86,3.23,2.63,-inf,3,False
MPPIX,BNY Mellon Pennsylvania Intermediate Municipal Bond Fund;M,Muni Pennsylvania,1.11,-inf,1.18,4.15,3.64,2.73,-inf,2,False
MIPAX,BNY Mellon Pennsylvania Intermediate Municipal Bond Fund;Investor,Muni Pennsylvania,0.88,-inf,0.93,3.87,3.38,2.48,-inf,2,False
MPSUX,BNY Mellon Short-Term US Government Securities Fund;M,,-inf,-inf,-0.89,1.69,1.24,0.68,-inf,-1,False
MISTX,BNY Mellon Short-Term US Government SecuritiesFund;Investor,,-inf,-inf,-1.01,1.45,1.01,0.44,-inf,-1,False
MPSSX,BNY Mellon Small Cap Multi-Strategy Fund;M,Small Growth,8.3,-inf,8.47,23.84,13.54,13.88,-inf,2,False
MISCX,BNY Mellon Small Cap Multi-Strategy Fund;Investor,Small Growth,8.08,-inf,8.23,23.54,13.26,13.6,-inf,2,False
MTSMX,BNY Mellon Tax-Sensitive Large Cap Multi-Strategy Fund;M,Large Blend,22.66,-inf,27.78,26.1,17.52,15.5,-inf,3,False
MTSIX,BNY Mellon Tax-Sensitive Large Cap Multi-Strategy Fund;Investor,Large Blend,25.42,-inf,27.38,25.75,17.2,15.37,-inf,3,False
DHF,BNY Mellon High Yield Strategies Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
DIISX,BNY Mellon International Stock Index Fund;Investor,Foreign Large Blend,6.49,-inf,12.21,13.38,8.99,7.58,-inf,3,False
DISSX,BNY Mellon Smallcap Stock Index Fund;Investor,Small Blend,22.37,-inf,25.27,20.68,11.44,13.74,-inf,3,False
DITEX,BNY Mellon Intermediate Municipal Bond Fund,Muni National Interm,0.73,-inf,0.91,3.99,3.53,3.02,-inf,3,False
DRFMX,BNY Mellon Emerging Markets Securities Fund;A,Diversified Emerging Mkts,3.63,-inf,7.84,11.2,7.74,3.96,-inf,2,False
DCPEX,BNY Mellon Emerging Markets Securities Fund;C,Diversified Emerging Mkts,2.94,-inf,7.04,10.41,6.94,3.18,-inf,2,False
DRPEX,BNY Mellon Emerging Markets Securities Fund;I,Diversified Emerging Mkts,3.86,-inf,8.12,11.51,8.02,4.21,-inf,3,False
DBECX,BNY Mellon Diversified Emerging Markets Fund;C,Diversified Emerging Mkts,-0.92,-inf,1.38,13.6,10.03,4.97,-inf,3,False
DHGAX,BNY Mellon Global Fixed Income Fund;A,,-inf,-inf,-1.33,4.79,3.45,3.5,-inf,-1,False
DHGCX,BNY Mellon Global Fixed Income Fund;C,,-inf,-inf,-2.02,4.01,2.7,2.73,-inf,-1,False
SDGIX,BNY Mellon Global Fixed Income Fund;I,,-inf,-inf,-1.02,5.1,3.76,3.8,-inf,-1,False
NIEAX,BNY Mellon International Equity Fund;A,Foreign Large Blend,4.26,-inf,8.98,13.69,9.0,7.48,-inf,3,False
NIECX,BNY Mellon International Equity Fund;C,Foreign Large Blend,3.58,-inf,8.15,12.83,8.18,6.66,-inf,2,False
SNIEX,BNY Mellon International Equity Fund;I,Foreign Large Blend,4.51,-inf,9.25,13.97,9.29,7.79,-inf,3,False
SSETX,BNY Mellon Small Cap Growth Fund;I,,-inf,-inf,-9.32,32.65,20.46,17.1,-inf,-1,False
STSVX,BNY Mellon Small Cap Value Fund;I,Small Blend,20.37,-inf,24.94,17.88,9.89,12.05,-inf,3,False
DBMAX,BNY Mellon Small/Mid Cap Growth Fund;A,,-inf,-inf,-8.1,33.6,22.31,17.32,-inf,-1,False
DBMCX,BNY Mellon Small/Mid Cap Growth Fund;C,,-inf,-inf,-8.78,32.56,21.39,16.39,-inf,-1,False
SDSCX,BNY Mellon Small/Mid Cap Growth Fund;I,,-inf,-inf,-7.88,33.89,22.62,17.62,-inf,-1,False
DSDAX,BNY Mellon Tax Sensitive Total Return Bond Fund;A,Muni National Interm,0.79,-inf,0.94,3.86,3.41,2.69,-inf,2,False
DSDCX,BNY Mellon Tax Sensitive Total Return Bond Fund;C,Muni National Interm,0.04,-inf,0.18,3.09,2.64,1.92,-inf,1,False
SDITX,BNY Mellon Tax Sensitive Total Return Bond Fund;I,Muni National Interm,1.02,-inf,1.2,4.14,3.68,2.96,-inf,3,False
DQICX,BNY Mellon Equity Income Fund;C,Large Value,22.0,-inf,27.82,18.3,11.98,11.89,-inf,3,False
DPLTX,BNY Mellon High Yield Fund;A,High Yield Bond,2.58,-inf,4.68,7.63,5.11,5.69,-inf,3,False
PTHIX,BNY Mellon High Yield Fund;C,High Yield Bond,1.88,-inf,3.9,6.89,4.37,4.92,-inf,2,False
DLHRX,BNY Mellon High Yield Fund;I,High Yield Bond,2.82,-inf,4.94,7.96,5.38,5.97,-inf,3,False
DIBAX,BNY Mellon International Bond Fund;A,,-inf,-inf,-6.13,2.08,2.18,1.36,-inf,-1,False
DIBCX,BNY Mellon International Bond Fund;C,,-inf,-inf,-6.85,1.39,1.54,0.71,-inf,-1,False
DIBRX,BNY Mellon International Bond Fund;I,,-inf,-inf,-5.8,2.45,2.6,1.75,-inf,-1,False
DBIRX,BNY Mellon Bond Market Index Fund;I,,-inf,-inf,-1.42,4.85,3.57,2.75,-inf,-1,False
DBMIX,BNY Mellon Bond Market Index Fund;Investor,,-inf,-inf,-1.66,4.59,3.33,2.5,-inf,-1,False
DPTAX,BNY Mellon Tax Managed Growth Fund;C,Large Blend,21.25,-inf,27.35,28.58,18.48,12.7,-inf,3,False
DFPAX,BNY Mellon Diversified International Fund;A,Foreign Large Blend,5.44,-inf,11.33,14.56,9.94,7.75,-inf,3,False
DFPCX,BNY Mellon Diversified International Fund;C,Foreign Large Blend,4.75,-inf,10.55,13.71,9.12,6.95,-inf,2,False
DGBCX,BNY Mellon Global Real Estate Securities;C,Global Real Estate,19.08,-inf,25.26,12.85,8.79,8.38,-inf,3,False
DLQAX,BNY Mellon Large Cap Equity Fund;A,Large Growth,23.24,-inf,27.5,27.83,18.45,16.49,-inf,2,False
DEYCX,BNY Mellon Large Cap Equity Fund;C,Large Growth,22.34,-inf,26.53,26.83,17.51,15.59,-inf,2,False
DLQIX,BNY Mellon Large Cap Equity Fund;I,Large Growth,23.58,-inf,27.88,28.23,18.82,16.87,-inf,2,False
DBOAX,BNY Mellon Balanced Opportunity Fund;A,Allocation--50% to 70% Equity,12.17,-inf,14.74,15.68,9.93,10.07,-inf,3,False
DBOCX,BNY Mellon Balanced Opportunity Fund;C,Allocation--50% to 70% Equity,11.41,-inf,13.87,14.82,9.11,9.24,-inf,3,False
DBORX,BNY Mellon Balanced Opportunity Fund;I,Allocation--50% to 70% Equity,12.42,-inf,15.02,15.99,10.21,10.35,-inf,3,False
THPBX,BNY Mellon Balanced Opportunity Fund;J,Allocation--50% to 70% Equity,12.43,-inf,15.02,15.98,10.2,10.33,-inf,3,False
DBOZX,BNY Mellon Balanced Opportunity Fund;Z,Allocation--50% to 70% Equity,12.34,-inf,14.95,15.9,10.14,10.23,-inf,3,False
DSTIX,BNY Mellon Short Term Income Fund;D,,-inf,-inf,-0.28,3.1,2.04,1.61,-inf,-1,False
DSHPX,BNY Mellon Short Term Income Fund;P,,-inf,-inf,-0.33,3.09,2.0,1.56,-inf,-1,False
DREVX,BNY Mellon Large Cap Securities Fund,Large Growth,22.69,-inf,27.24,28.11,18.81,16.19,-inf,2,False
PESPX,BNY Mellon Midcap Index Fund;Investor,Mid-Cap Blend,19.47,-inf,22.1,21.14,11.9,13.4,-inf,3,False
DMUCX,BNY Mellon AMT-Free Municipal Bond Fund;C,Muni National Interm,0.61,-inf,0.64,3.74,3.19,2.92,-inf,2,False
DHYAX,BNY Mellon High Yield Municipal Bond Fund;A,High Yield Muni,5.67,-inf,6.07,6.16,6.63,5.64,-inf,3,False
DHYCX,BNY Mellon High Yield Municipal Bond Fund;C,High Yield Muni,5.0,-inf,5.26,5.35,5.83,4.85,-inf,2,False
DHMBX,BNY Mellon High Yield Municipal Bond Fund;Z,High Yield Muni,5.89,-inf,6.23,6.32,6.79,5.77,-inf,3,False
DMF,BNY Mellon Municipal Income Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
DRNJX,BNY Mellon New Jersey Municipal Bond Fund;A,Muni New Jersey,1.5,-inf,1.68,4.2,3.94,3.44,-inf,3,False
DCNJX,BNY Mellon New Jersey Municipal Bond Fund;C,Muni New Jersey,0.8,-inf,0.92,3.43,3.17,2.67,-inf,1,False
DNMIX,BNY Mellon New Jersey Municipal Bond Fund;I,Muni New Jersey,1.74,-inf,1.93,4.49,4.22,3.69,-inf,3,False
DZNJX,BNY Mellon New Jersey Municipal Bond Fund;Z,Muni New Jersey,1.67,-inf,1.87,4.45,4.18,3.64,-inf,3,False
PNYCX,BNY Mellon New York AMT-Free Municipal Bond Fund;C,Muni New York Intermediate,1.36,-inf,1.56,3.68,2.92,2.45,-inf,2,False
DMBCX,BNY Mellon Opportunistic Municipal Securities Fund;C,Muni National Interm,1.01,-inf,1.1,4.17,3.46,3.07,-inf,3,False
DNLAX,BNY Mellon Natural Resources Fund;A,Natural Resources,29.73,-inf,39.83,20.06,9.61,6.3,-inf,3,False
DLDCX,BNY Mellon Natural Resources Fund;C,Natural Resources,28.88,-inf,38.81,19.21,8.84,5.53,-inf,3,False
DLDRX,BNY Mellon Natural Resources Fund;I,Natural Resources,30.03,-inf,40.12,20.36,9.9,6.58,-inf,3,False
DWOAX,BNY Mellon Research Growth Fund;A,Large Growth,16.11,-inf,18.01,32.82,22.36,17.9,-inf,3,False
DWOCX,BNY Mellon Research Growth Fund;C,Large Growth,15.38,-inf,17.19,31.85,21.46,17.02,-inf,3,False
DWOIX,BNY Mellon Research Growth Fund;I,Large Growth,16.46,-inf,18.35,33.16,22.68,18.2,-inf,3,False
DREQX,BNY Mellon Research Growth Fund;Z,Large Growth,16.37,-inf,18.27,33.06,22.6,18.12,-inf,3,False
DMBAX,BNY Mellon Short-Intermediate Municipal Bond Fund;A,,-inf,-inf,-0.33,1.61,1.41,0.98,-inf,-1,False
DSIBX,BNY Mellon Short-Intermediate Municipal Bond Fund;D,,-inf,-inf,-0.18,1.77,1.55,1.12,-inf,-1,False
DIMIX,BNY Mellon Short-Intermediate Municipal Bond Fund;I,,-inf,-inf,-0.08,1.86,1.64,1.23,-inf,-1,False
PSCTX,BNY Mellon Connecticut Fund;A,Muni Single State Interm,1.29,-inf,1.45,4.02,3.28,2.79,-inf,3,False
PMCCX,BNY Mellon Connecticut Fund;C,Muni Single State Interm,0.52,-inf,0.6,3.15,2.46,1.99,-inf,1,False
PSMAX,BNY Mellon Massachusetts Fund;A,Muni Massachusetts,1.12,-inf,1.37,4.05,3.39,2.86,-inf,3,False
PCMAX,BNY Mellon Massachusetts Fund;C,,-inf,-inf,-2.39,1.69,1.61,1.58,-inf,-1,False
PMAZX,BNY Mellon Muni Massachusetts Fund;Z,Muni Massachusetts,1.37,-inf,1.63,4.3,3.64,3.1,-inf,3,False
PTPAX,BNY Mellon Pennsylvania Fund;A,Muni Pennsylvania,2.2,-inf,2.31,4.65,4.06,3.62,-inf,3,False
PPACX,BNY Mellon Pennsylvania Fund;C,Muni Pennsylvania,1.37,-inf,1.41,3.76,3.21,2.81,-inf,1,False
DIEAX,BNY Mellon International Core Equity Fund;A,Foreign Large Blend,4.33,-inf,10.88,13.02,8.66,8.19,-inf,3,False
DIECX,BNY Mellon International Core Equity Fund;C,Foreign Large Blend,3.6,-inf,10.02,12.14,7.81,7.34,-inf,2,False
DIERX,BNY Mellon International Core Equity Fund;I,Foreign Large Blend,4.6,-inf,11.2,13.34,8.95,8.48,-inf,3,False
DNLDX,BNY Mellon Active MidCap Fund;A,Mid-Cap Blend,21.37,-inf,24.56,18.13,9.46,12.4,-inf,3,False
